propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.parkingSpacePrice
108594579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/0b/6a/1349444285.webp,LCM37361,45,1,375000.0,flat,sale,65.0,False,2,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,40.4069812,-3.6933406,False,https://www.idealista.com/inmueble/108594579/,"¡Oportunidad en Paseo de las Delicias! La Casa Agency tiene el placer de presentar este acogedor piso en una de las zonas más demandadas de Madrid, ubicado en el emblemático Paseo de las Delicias. Se trata de una vivienda situada en una primera planta con ascensor. El piso cuenta con dos dormitorios bien distribuidos, un salón que ofrece un espacio cómodo para el descanso y la vida diaria, una cocina funcional y un cuarto de baño completo. Todo el conjunto está diseñado para ofrecer comodidad y practicidad, con posibilidad de actualizar al gusto del comprador. Entre sus características destacadas se incluye calefacción individual por Gas Natural. Posibilidad de plaza de garaje a parte del precio de la vivienda. No dejes pasar esta oportunidad de vivir o invertir en una ubicación estratégica, rodeada de todos los servicios, transporte público, comercios y zonas verdes. ¡Contáctanos para concertar una visita!  Si necesitas ayuda con la financiación, contamos con un servicio especializado a través de nuestro departamento FINANZATE, que te ofrece asesoramiento gratuito para conseguir las mejores condiciones hipotecarias. Trabajamos con 16 entidades bancarias para que encuentres la opción que mejor se ajuste a ti. Contacta con nosotros y agenda tu visita. ¡Te ayudaremos a descubrir todo el potencial de esta propiedad! NOTA: ESTE ANUNCIO NO ES VINCULANTE, SE MUESTRA A TÍTULO INFORMATIVO Y PUEDE CONTENER ERRORES.",True,good,False,True,5769.0,False,True,False,False,[],False,False,375000.0,€,400000.0,25000.0,6.0,True,False,flat,,"Palos de la Frontera, Madrid",Piso en paseo de las Delicias,Destacado,Palos de la Frontera,25000.0
106204595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/7d/95/1278872984.webp,,32,,575000.0,chalet,sale,645.0,,7,4,"calle la Acebeda, 26",Madrid,Pedrezuela,,es,40.7423022,-3.5991197,True,https://www.idealista.com/inmueble/106204595/,"¡Descubre el refugio perfecto en la encantadora Pedrezuela! Este impresionante chalet independiente de 645 m² te ofrece un oasis de tranquilidad en una parcela de 2.130 m². Con una ubicación privilegiada en uno de los pueblos más bonitos de la sierra norte de Madrid, esta propiedad es ideal para quienes buscan un entorno natural sin renunciar a las comodidades modernas.  La vivienda se distribuye en tres plantas cuidadosamente diseñadas. En la planta principal, encontrarás un salón independiente que invita al relax, una cocina con office perfecta para los amantes de la gastronomía, y tres acogedores dormitorios. La planta superior te sorprenderá con un dormitorio principal que incluye baño con jacuzzi y vestidor, además de una terraza que ofrece vistas impresionantes y una buhardilla llena de posibilidades.  La planta inferior es un espacio versátil con garaje, salón-bodega con acceso directo a la piscina y zona de barbacoa, sala de juegos y un dormitorio adicional con baño completo. El exterior no se queda atrás, con una piscina refrescante, caseta de aperos y un jardín que invita a disfrutar del aire libre.  Construida en 1987, esta propiedad es una joya a reformar con potencial para convertirse en tu hogar ideal o en un encantador hotel rural. Con calefacción individual y orientación en todas las direcciones, disfrutarás de confort en cualquier época del año. No pierdas la oportunidad de hacer realidad tus sueños en este rincón único de Pedrezuela. ¡Ven a visitarlo y enamórate! Pedrezuela es uno de los pueblos más bonitos de la sierra norte de Madrid, al lado de el Molar, San Agustín de Guadalix, con todos los servicios sanitarios, educativos, transporte, ocio y restauración con pantano para disfrute de deportes náuticos, ciclismo por senderos, senderismo, circuito de karts.",False,renew,False,,891.0,False,False,False,False,[],False,False,575000.0,€,,,,True,True,chalet,independantHouse,Pedrezuela,"Casa independiente en calle la Acebeda, 26",Destacado,,
108480167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/74/31/1346192768.webp,,26,5,360000.0,studio,sale,46.0,True,0,1,CL CAVA BAJA,Madrid,Madrid,Centro,es,40.4133609,-3.7092852,False,https://www.idealista.com/inmueble/108480167/,"¡OPORTUNIDAD ÚNICA EN LA CALLE CAVA BAJA! Espectacular piso tipo estudio completamente reformado, ubicado en una quinta planta de una finca emblemática en la Cava Baja, en pleno corazón de Madrid. La propiedad cuenta con dos ascensores, lo que facilita el acceso a esta luminosa vivienda que destaca por su altura, ventilación cruzada y unas vistas privilegiadas a la Colegiala de San Isidro a través de sus dos grandes ventanales. Con una superficie de 48 metros cuadrados, el espacio ha sido reformado con gusto y materiales de calidad. Actualmente se presenta como un estudio de concepto abierto, aunque ofrece la posibilidad de crear una habitación independiente sin comprometer la amplitud ni la luminosidad del ambiente. Dispone de cocina americana totalmente equipada, integrada en el espacio de manera funcional y moderna, ideal tanto para uso personal como para inversión. El baño completo cuenta con bañera, y la vivienda dispone de armarios empotrados que optimizan al máximo el almacenamiento. Uno de los grandes atractivos de este piso es su excelente ubicación. Situado a escasos 200 metros de la Plaza Mayor, ofrece la posibilidad de vivir en una de las zonas con más historia, vida y encanto del centro de Madrid, con todos los servicios, restaurantes y transporte público a un paso. El edificio dispone de portero físico, lo que aporta un valor añadido en cuanto a seguridad y comodidad, y además existe la posibilidad de adquirir una plaza de garaje, un privilegio en esta zona. Ideal tanto para quien busca vivir en el Madrid más castizo como para inversores que deseen una propiedad con alta rentabilidad en una ubicación inmejorable. ¡No dejes pasar esta oportunidad! Vive o invierte en uno de los rincones con más carácter de la capital.",False,good,False,True,7826.0,False,False,False,False,[],False,False,360000.0,€,,,,,,flat,studio,"Palacio, Madrid",Estudio en Cl Cava Baja,Destacado,Palacio,
104286187,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/7c/7e/1215526446.webp,,34,8,1420000.0,flat,sale,107.0,True,2,2,calle Gran Vía,Madrid,Madrid,Centro,es,40.4238662,-3.7074322,False,https://www.idealista.com/inmueble/104286187/,"¡Bienvenido al estilo de vida sofisticado en pleno centro de Madrid! Este increíble ático de 102 metros cuadrados se encuentra en la octava planta de una finca rehabilitada de lujo en la calle Gran Vía.  Disfruta de vistas panorámicas desde cualquier punto del inmueble y de la luz natural que inunda todas las estancias por ser completamente exterior.  El ático cuenta con dos dormitorios y dos baños, lo que lo hace perfecto para una pareja o una familia pequeña. Además, tendrás acceso a la piscina y gimnasio en la azotea, para que puedas mantenerte en forma mientras disfrutas de las vistas de la ciudad.  La ubicación es inmejorable, cerca de tiendas, restaurantes y servicios. Además, tendrás una plaza de garaje incluida en el precio para mayor comodidad.  ¡No pierdas la oportunidad de vivir en uno de los áticos más exclusivos de Madrid! En Domus Vendi estamos esperando tu llamada para ampliar información o visitar la casa de tus sueños!",False,good,False,True,13271.0,False,False,False,False,[],False,False,1420000.0,€,,,,True,True,flat,,"Palacio, Madrid",Piso en calle Gran Vía,Destacado,Palacio,
106412616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/71/65/1282116006.webp,NM00942,41,,850000.0,chalet,sale,807.0,,5,4,calle de Juan XXIII,Madrid,Tielmes,,es,40.2422499,-3.3178762,False,https://www.idealista.com/inmueble/106412616/,"inmoversion es tu mejor opción. No cobramos NADA al comprador. Somos la inmobiliaria sin comisión líder en la zona. ¿Sabes por qué? Es fácil de imaginar.  Vivienda situada en la zona SURESTE de la Comunidad de Madrid, en la localidad de TIELMES. (AUTOVIA A-3 DIRECCION VALENCIA SALIDA 41)  Los dueños de este CHALET INDEPENDIENTE han decidido ponerlo a la venta. Es una vivienda de 5 dormitorios, 4 baños, 1 aseo y además 1 despacho, 2 cocinas, 3 salones y 4 terrazas. Es una vivienda con muchas posibilidades por su tamaño y distribución. Vivienda con jardín propio, una piscina de 16mx8m con escaleras de entrada y trampolín y un espacio reservado a huerto. GRAN PARCELA DE 3.225m2.   Si estás buscando una vivienda en la zona o ya vives en la zona y estas buscando una vivienda más espaciosa, con más habitaciones o con más servicios, es la mejor opción que actualmente hay en el mercado (por calidad de construcción, tamaño, servicios y precio).  Características de la Vivienda: Construida en el año 1978. Parcela: 3.225m2. Superficie construida: 807m2.  Distribución en 3 plantas, porche/terraza cubierto y jardín.  En la planta baja, accedemos a la vivienda donde encontramos un recibidor, un despacho, un acogedor y amplio salón comedor con acceso directo la terraza, una sala de estar y una magnifica cocina (amplia y luminosa) y un aseo. Desde la parte central de la planta baja a través de un pasillo se accede al dormitorio principal con baño y otras dos habitaciones con armarios y terraza compartida y un baño completo.    La planta primera consta de 2 luminosos dormitorios, con armarios empotrados en todos ellos y un baño común que da servicio a los dormitorios.  En la planta sótano encontramos una cocina de verano, acceso al garaje con capacidad para dos vehículos y una sala de juegos, un baño y una gran bodega con barra y chimenea.  Opción recomendable como residencia. La vivienda se vende sin amueblar. Gastos e impuestos: el precio indicado no incluye impuestos ni gastos de escrituración.  Las características de la vivienda son meramente informativas. No tienen valor contractual.  El mobiliario y enseres que puedan aparecer en las fotografías del anuncio no se encuentran incluidos en el precio de venta del inmueble.  GESTION DE VISITAS: Si consideras que esta vivienda te puede interesar y encaja con lo que buscas, te invitamos a conocerla. Para una mejor gestión te recomendamos RELLENAR EL FORMULARIO de contacto facilitando tu nombre, teléfono de contacto y disponibilidad para la visita.  ¿Necesitas vender tu vivienda para poder comprar? En inmoversion te podemos ayudar. Sin comisiones obtendrás mayor beneficio. Vendemos de media en 30-60 días, gracias a que ofrecemos el mejor precio garantizado y no cobramos nada al comprador. Sobre nosotros:  inmoversion es una inmobiliaria que no cobra comisiones. El vendedor sólo paga una tarifa fija y no cobramos nada al comprador. El precio de la vivienda no soporta comisiones de agencia y esta ajustado al precio de mercado. Visita inmoversion. es y conoce como trabajamos.   Inmoversion te garantiza comprar o vender siempre en las mejores condiciones.",False,good,False,,1053.0,False,False,False,False,[],False,False,850000.0,€,,,,True,True,chalet,independantHouse,Tielmes,Casa independiente en calle de Juan Xxiii,Destacado,,
108724525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/7c/96/1353248718.webp,,27,9,185000.0,flat,sale,66.0,True,3,1,calle Orquídea,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4752475,-3.3750842,False,https://www.idealista.com/inmueble/108724525/,"Agencia inmobiliaria TECNOCASA de ALCALÁ DE HENARES - PUERTA DE MADRID - REYES CATOLICOS, vende piso alquilado de 3 dormitorios, con ASCENSOR en CALLE ORQUÍDEA. El piso es totalmente exterior con una superficie construida de 66 m².  Se compone de 3 dormitorios, amplio salón muy luminoso, baño completo y cocina equipada con muebles altos y bajos. La vivienda cuenta con calefacción central y ventanas climalit. La vivienda destaca por estar rodeada de numerosos servicios alrededor: bancos, farmacias, supermercados, colegios, autobuses urbanos de diferentes línea, etc.  A 15 minutos andando de la Plaza Cervantes. No dudes en venir a verla porque puede ser lo que estás buscando. Además te recordamos que te llevamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON.",False,good,False,True,2803.0,False,False,False,False,[],False,False,185000.0,€,,,,,,flat,,"Reyes Católicos, Alcalá de Henares",Piso en calle Orquídea,Destacado,,
95635303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/62/54/923953285.webp,ja,32,3,405000.0,flat,sale,65.0,True,3,1,calle del Amparo,Madrid,Madrid,Centro,es,40.4124568,-3.7054915,False,https://www.idealista.com/inmueble/95635303/,"Establés Inmobiliaria y Abogados ofrece piso en venta en zona Embajadores, junto al Metro Tirso de Molina. Tiene 64m2 y 58 útiles. 3ª planta con ascensor en una bonita corrala. Finca en muy buen estado.  Consta de: - Amplio salón muy luminoso con un balcón a la calle - 3 dormitorios, uno principal muy amplio y con balcón a la calle y los otros dos, individuales y sin ventana - Cocina independiente con una ventana que da al salón-comedor - 1 baño completo.  Buenísima zona con todos los servicios y perfectamente comunicada por varias lineas de metro y autobús.  En Establés Inmobiliaria y Abogados, empresa de servicios personalizados con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusiva s de Madrid, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente con el objetivo de conseguir su satisfacción y confianza. Si no contestamos al fijo, contacte por llamada o WhatsApp a José Antonio 6 3 4 2 4 5 2 2 0 al o envíenos un email. ¡Esperamos su visita!",False,renew,False,True,6231.0,False,False,False,False,[],False,False,405000.0,€,,,,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,Destacado,Lavapiés-Embajadores,
108700809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/42/6c/1352553404.webp,TSV0155,34,bj,545000.0,flat,sale,110.0,True,3,2,calle de Juan Álvarez Mendizábal,Madrid,Madrid,Moncloa,es,40.430413,-3.7211718,False,https://www.idealista.com/inmueble/108700809/,"Trisol Properties les presenta vivienda reformada de 110 m2 en perfecto estado y ubicada en una de las calles mas características de Argüelles, a escasos 5 minutos andando de ICADE - ICAI, Universidad CEU San Pablo. Se distribuye en hall recibidor, salón comedor, 3 amplios dormitorios con armarios empotrados vestidos y retroiluminados, 2 baños completos uno de ellos integrado en suite con bañera y ducha de hidromasaje y cocina independiente totalmente equipada con electrodomésticos Bosch. Situación privilegiada al estar emplazada en una de las zonas mas representativas a tan solo pocos metros de Ferraz y del parque de Pintor Rosales Ideal para inversión por sus características para rentabilizar de manera inmediata, ubicación y cercanía a las universidades - Vivienda exterior reformada y excelentes condiciones con buenas calidades - Hall recibidor - Amplio salón comedor  - 3 amplios dormitorios con armarios empotrados vestidos y retroiluminados  - 2 amplios baños, uno en suite con bañera y ducha con hidromasaje - Amplia cocina independiente totalmente equipada con electrodomésticos Bosch y gran cantidad de espacio de almacenamiento  - Aire acondicionado por conductos en toda la vivienda - Calefacción central de gas - Ventanas Climalit con rotura de puente térmico oscilobatientes aislando la vivienda perfectamente  - Suelo de tarima - Techos altos - Iluminación muy cuidada - Puerta acorazada  - Servicio de conserjeria - Emplazamiento muy tranquilo en una calle sin casi transito de vehículos - Excelentemente bien comunicada  - A pocos metros del parque de Pintor Rosales [IW].",False,good,False,True,4955.0,False,False,False,False,[],False,False,545000.0,€,,,,,,flat,,"Argüelles, Madrid",Piso en calle de Juan Álvarez Mendizábal,Destacado,Argüelles,
96768082,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/24/bb/956019230.webp,003.6368,23,1,149900.0,flat,sale,52.0,True,1,1,calle La Plaza,Madrid,Arganda,Centro,es,40.2996073,-3.4384888,False,https://www.idealista.com/inmueble/96768082/,"En una zona inmejorable, en pleno centro de la población, con vistas al Ayuntamiento y la Parroquia de San Juan Bautista. Rodeado de todos los comercios y servicios necesarios para el día a día. Con buena comunicación, al lado de paradas de autobús urbano e interurbano y a escasos 12 minutos andando del metro de Arganda del Rey, línea 9. Vivienda de aproximadamente 52 metros cuadrados a la que accedemos a través de un amplio patio comunitario. Consta de pasillo distribuidor del que parten todas las estancias. Cocina amueblada con muebles altos y bajos con electrodomésticos, con entrada desde el salón, siendo este independiente y amplio con un gran ventanal con vistas a la calle. Cuarto de baño completo con bañera. Habitación amplia, también con gran ventanal.  La vivienda se vende amueblada. Actualmente se encuentra alquilada. Climatización: Bomba de calor/frío. Agua caliente: Termo eléctrico. Suelos de gres en cocina y baño y parquet en el resto de la vivienda. Muy buena oportunidad! Vivienda muy luminosa en una excelente zona! Si quieres más información no dudes en ponerte en contacto con nosotros en nuestro teléfono y en nuestra web.",False,good,False,False,2883.0,False,False,False,False,[],False,False,149900.0,€,,,,,,flat,,"Centro, Arganda",Piso en calle La Plaza,Destacado,,
108451032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/6d/43/1345279053.webp,LCM37157,79,,1250000.0,chalet,sale,500.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,,es,40.6149654,-3.6105231,False,https://www.idealista.com/inmueble/108451032/,"EXCLUSIVA RESIDENCIA DE LUJO EN CIUDALCAMPO CON VISTAS PRIVILEGIADAS Y DISEÑO SOFISTICADO Ubicada en la prestigiosa urbanización de Ciudalcampo, esta espectacular vivienda destaca por su diseño elegante, amplias estancias y un entorno natural inigualable. Disfruta de unas vistas panorámicas tanto desde el interior como desde el cuidado jardín privado, que incluye una gran pradera, piscina y un encantador cenador. Su orientación sur asegura una luminosidad excepcional durante todo el día, potenciando la calidez de sus espacios interiores. Distribuida de manera funcional en tres plantas, la vivienda ofrece una planta principal con un amplio hall de entrada, salón-comedor con chimenea, cocina office con salida directa al jardín, comedor independiente, aseo de cortesía, despacho y un dormitorio en suite. La planta superior alberga cinco espaciosos dormitorios y tres baños completos, destacando la suite principal con baño propio y zona de estar. En la planta baja se encuentra un segundo salón con barra de bar y acceso independiente, ideal como zona de juegos o relax, además de bodega y cuarto de lavado y plancha. Vivir en Ciudalcampo es acceder a uno de los entornos más exclusivos de Madrid, junto al Parque Regional de la Cuenca Alta del Manzanares. La urbanización cuenta con servicios premium como el Colegio Internacional SEK, el Club Deportivo RACE, seguridad 24h, transporte interno, oficina de correos y un completo centro comercial. A solo 15 minutos de Madrid y con acceso directo a la A-1, esta propiedad representa una oportunidad única para quienes buscan lujo, tranquilidad y calidad de vida sin renunciar a la cercanía con la ciudad. NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,,2500.0,False,True,False,False,[],False,False,1250000.0,€,,,,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,Destacado,,
