propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,hasLift,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108696171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/56/16/1352465229.webp,C670,16,en,234900.0,flat,sale,68.0,,2,1,calle de Mieres,Madrid,Madrid,es,40.4304746,-3.6298747,False,https://www.idealista.com/inmueble/108696171/,"¡Oportunidad única junto a la Avenida Hermanos García Noblejas! Te presentamos este acogedor piso de 2 habitaciones, ideal tanto para vivir como para invertir. Situado a pocos pasos de la estación de metro García Noblejas (Línea 7), en una zona tranquila y bien comunicada.  Cocina reformada, lista para entrar a vivir  Instalación eléctrica renovada, cumpliendo con normativas actuales  Gastos de comunidad muy bajos: solo 50 €/mes  Buena distribución, con luz natural y espacios aprovechados Un espectacular patio de uso privativo de 33 m², ideal para disfrutar al aire libre todo el año. Una vivienda para rentabilizar desde el primer día. ¡No dejes pasar esta oportunidad! � Contacta para más información o para concertar una visita.",False,renew,False,3454.0,False,False,False,False,[],False,False,234900.0,€,flat,"Simancas, Madrid",Piso en calle de Mieres,Destacado,San Blas,False,Simancas,,,,,,
107989103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/cf/d3/1330394616.webp,,2,1,368000.0,flat,sale,59.0,True,2,1,calle de Cándido Mateos,Madrid,Madrid,es,40.4744781,-3.7168002,False,https://www.idealista.com/inmueble/107989103/,"Oportunidad única en Barrio del Pilar a solo 5 minutos de la estación Peñagrande. Piso totalmente reformado, con una superficie de 59m2 construidos y listo para estrenar con dos habitaciones, un baño y cocina abierta equipada Cuenta con diferentes paradas de autobús como el 49, 83,132 y 137 etc. Es una de las zonas mejor comunicadas de Madrid y más desahogadas gracias a las enormes zonas verdes de su alrededor. Zona de mucho comercio, a 7 minutos caminando del centro comercial la Vaguada además cuenta con multitud de supermercados, bancos y tiendas de todo tipo. ¡Contáctanos para más información y para programar una visita!",False,good,False,6237.0,True,False,False,False,[],False,False,368000.0,€,flat,"Peñagrande, Madrid",Piso en calle de Cándido Mateos,Destacado,Fuencarral,True,Peñagrande,,,,,,
108889323,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/e7/cd/1358034692.webp,P-1040,11,1,215000.0,flat,sale,63.0,True,3,1,Barrio Lucero,Madrid,Madrid,es,40.394385,-3.7477404,False,https://www.idealista.com/inmueble/108889323/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Duquesa de Parcent (barrio Lucero), La vivienda consta de 3 habitaciones (dos de ellas doble), salón, cocina, baño con bañera, tendedero y terraza cubierta. El inmueble es exterior, muy luminoso, se trata de una primera planta y aunque está para reformar cuenta con un gran abanico de posibilidades de distribución. El piso se encuentra a 5 minutos del metro y renfe de laguna (L-6) y de varias líneas de autobuses de la EMT (25, 31, 39, 55, 119,158, N18, SE6). La finca tiene la ITE favorable (año 2018). La vivienda se encuentra ubicada en una muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una oportunidad de mercado. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,renew,False,3413.0,False,False,False,False,[],False,False,215000.0,€,flat,"Lucero, Madrid",Piso,Destacado,Latina,False,Lucero,,,,,,
108687156,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/28/c3/1354445917.webp,,42,3,425000.0,flat,sale,107.0,True,4,2,CL SALVADOR DE MADARIAGA,Madrid,Madrid,es,40.4380602,-3.6554549,False,https://www.idealista.com/inmueble/108687156/,"TU CASA INMOBILIARIA VENDE: Durante el mes de Agosto, por favor contactar con Miguel Angel seis ocho seis siete tres ocho uno ocho cero. Esta vivienda exterior en Ciudad Lineal, Madrid, ofrece una excelente oportunidad para quienes buscan un espacio luminoso, amplio y con muchas posibilidades de reforma. Con 107 m² construidos, la propiedad cuenta con cuatro dormitorios y dos baños, lo que la hace ideal para familias o quienes necesitan espacio adicional. Actualmente, la vivienda está para reformar totalmente, lo que te permite adaptarla completamente a tu gusto y necesidades, creando un hogar moderno, funcional y a tu medida. Su distribución, junto con la orientación este-oeste, garantiza una excelente entrada de luz natural durante todo el día, haciendo que las estancias sean aún más agradables y acogedoras. Además, se incluye en el precio una plaza de parking exterior comunitaria, brindando comodidad y seguridad para tu vehículo. La ubicación es simplemente excelente. Situada en una de las zonas residenciales más consolidadas y tranquilas del distrito de Ciudad Lineal, al este de Madrid, la zona ofrece un entorno muy agradable para vivir. Está rodeada de todos los servicios necesarios, como supermercados, colegios, parques y comercios, lo que facilita la vida diaria. La comunicación también es muy buena: a pocos minutos caminando se encuentra la estación de metro Suanzes (Línea 5), con conexiones directas al centro de Madrid, incluyendo Callao, Gran Vía y La Latina. Además, cuenta con rápido acceso a la M-30 y A-2, y varias líneas de autobús EMT (como las líneas 77, 104, 105 y 114) que conectan con puntos clave como Barajas, Canillejas y la Avenida de América. En resumen, esta vivienda representa una oportunidad fantástica para quienes desean crear un hogar a su medida en una zona tranquila, bien comunicada y con todos los servicios a mano.  (Este anuncio es informativo y no vinculante. Los precios de venta no incluyen impuestos legales ni gastos de escrituración. ).",False,renew,False,3972.0,False,False,False,False,[],False,False,425000.0,€,flat,"San Pascual, Madrid",Piso en Cl Salvador De Madariaga,Destacado,Ciudad Lineal,True,San Pascual,True,True,,,,
108331425,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/05/1a/1342328559.webp,CHA0539,19,,375000.0,chalet,sale,145.0,,3,2,calle de la Libertad,Madrid,El Álamo,es,40.2330519,-3.9810764,False,https://www.idealista.com/inmueble/108331425/,"Sin Límites Servicios incorpora a su cartera de inmuebles, en una de las mejores zonas de El Alamo, este magnífico chalet Independiente en una sola planta, en pleno proceso de reforma para que pueda entrar a vivir.. . la vivienda tiene 145 m2 construidos en una parcela de 470 m2 con piscina. Se distribuye en hall de entrada con un armario empotrado, dando este el acceso a un amplio salon, muy luminoso con salida directa a la parcela y zona de piscina, cocina con zona de comedor y también con salida a la parcela, la vivienda dispone de tres habitaciones espaciosas con armarios empotrados, dos baños completos con plato de ducha, uno de ellos en suite en la habitación principal, suelos de gres, ventanas de aluminio. Garaje exterior para unos tres o cuatro coches, cuarto trastero y de depuradora en la parcela. Mejor verlo! [IW].",False,good,False,2586.0,False,False,False,False,[],False,False,375000.0,€,chalet,El Álamo,Casa independiente en calle de la Libertad,Destacado,,,,True,True,independantHouse,,,
108791093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/b4/a5/1355220893.webp,EMB-59,13,4,170000.0,studio,sale,15.0,False,0,1,calle de Canarias,Madrid,Madrid,es,40.4027614,-3.6939054,False,https://www.idealista.com/inmueble/108791093/,"NEGOHOME MADRID, ofrece estudio en una cuarta planta con ascensor, de unos 15 metros construidos según catastro, en la calle Canarias, a cuatro minutos de la estación del metro Palo de la Frontera (línea 3) a dos minutos de la cercanía Renfe Delicias (C-10) y a diez minutos caminando a la estación de Atocha. El estudio consta con cocina amueblada y equipada, baño con bañera y ventana que da un patio interior y la otra a un patio de manzana.  Ventilación cruzada. Tiene Aire acondicionado y calefacción central. IBI 80€ al año. Tiene suelo de tarimas flotante, paredes lisas y ventanas de aluminio. Tiene portero físico. La zona está rodeada de colegios, centros de salud, zonas verdes, mercados, bancos, tiendas, bares y restaurantes para deleite de visitantes y residentes. Para más información o visitarlo no dude en contactar con nuestro departamento comercial NEGOHOME MADRID GESTIÓN INMOBILIARIA.",False,renew,False,11333.0,False,False,False,False,[],False,False,170000.0,€,flat,"Palos de la Frontera, Madrid",Estudio en calle de Canarias,Destacado,Arganzuela,True,Palos de la Frontera,,,studio,,,
106184001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/0d/c8/1275066191.webp,,16,2,1975000.0,flat,sale,265.0,True,5,5,calle de Hilarión Eslava,Madrid,Madrid,es,40.4358325,-3.7150204,False,https://www.idealista.com/inmueble/106184001/,"ELEGANCE REAL ESTATE les ofrece este espectacular piso señorial ubicado a escasos metros del parque del Oeste. Nos encontramos este precioso piso de 265m² reformado recientemente con las mayores calidades poniendo énfasis en cada detalle. La zona de día se distribuye en un amplio salón con una pequeña terraza con vistas a la calle, comedor con una mesa para 6 a 10 comensales y la cocina abierta con una amplia isla. La zona de noche está compuesta por 5 habitaciones de buen tamaño y 4 baños completos más un aseo de invitados, tres de ellas con baño en suite. La habitación principal tiene el baño en suite con dos lavabos, ducha y bañera. Además, dentro de la misma hay un vestidor de grandes dimensiones. La vivienda cuenta con zona de lavado independiente, trastero y portero. Se trata de un barrio con abundantes tiendas y todo tipo de servicios, donde conviven el comercio de proximidad con las grandes superficies como Zara y El Corte Inglés por ejemplo. Respecto a zonas verdes, a muy poca distancia tenemos el Parque de Santander y el Parque del Oeste (zona verde emblemática de Madrid que termina en el Templo de Debod junto a la Plaza de España).  Su completa red de transportes públicos incluye las estaciones de metro Islas Filipinas y Argüelles (cerca también el metro Canal), diversas paradas de autobús y el intercambiador de Moncloa.  No pierdas la oportunidad de ponerte en contacto con nosotros para ir a visitarla.",True,good,False,7453.0,True,False,False,False,[],False,False,1975000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Hilarión Eslava,Destacado,Chamberí,True,Gaztambide,,,,,,
108833883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/25/fe/1356484059.webp,,14,4,330000.0,flat,sale,60.0,False,1,2,calle de Atocha,Madrid,Madrid,es,40.4130972,-3.7023792,False,https://www.idealista.com/inmueble/108833883/,"¡DESCUBRE ESTA JOYA DE 60M² EN EL CORAZÓN DE MADRID, JUNTO A PUERTA DEL SOL! NEGOHOME MADRID te presenta una oportunidad ÚNICA: un luminoso piso de 60m² en cuarta planta con ascensor, a pocos pasos de la icónica Puerta del Sol y el vibrante barrio de Huertas-Cortes. ¡Vive en el epicentro de la cultura e historia madrileña! CARACTERÍSTICAS DESTACADAS:  Ubicación de ensueño: En pleno corazón de Madrid, entre Sol y el Barrio de las Letras.  Amplio dormitorio + DOS BAÑOS: Raro privilegio en el centro.  Tranquilidad y luz: Altura con vistas despejadas y techos altos que multiplican la sensación de amplitud.  Bomba de aire frío/calor: Confort garantizado todo el año.  Ascensor + ITE favorable: Seguridad y tranquilidad para tu inversión. ENTORNO INIGUALABLE: ✨ Cultura viva: Teatros, galerías de arte, restaurantes con encanto y calles históricas a tu puerta. ✨ Conectividad total: Metro, autobuses y todos los servicios esenciales al alcance de la mano. ✨ Vida auténtica: Mercados tradicionales, librerías históricas y el alma de Madrid en cada esquina. IDEAL PARA: • Profesionales exigentes: Que desean vivir en el centro con máximo confort. • Inversores inteligentes: Propiedad en zona de alta revalorización y demanda constante. • Amantes de la cultura: Sumérgete en el Madrid más auténtico cada día. VENTAJAS CLAVE: � Ubicación premium: A minutos de Sol, en el distrito cultural por excelencia. � Luminosidad excepcional: Orientación perfecta y techos altos que inundan de luz el espacio. � Listo para vivir: Buen estado actual, con potencial para personalización (¡reforma a tu gusto! ). �️ Tranquilidad garantizada: Edificio con ITE favorable y ascensor. ¡OPORTUNIDAD ÚNICA EN EL MADRID MÁS COVETADO! No dejes escapar esta joya en una zona donde las propiedades vuelan. Solicita tu visita hoy mismo y descubre cómo vivir en el alma de la capital. CONTACTA YA CON NUESTRO EQUIPO: � NEGOHOME MADRID GESTIÓN INMOBILIARIA � ¡Tu centro histórico te espera!",True,good,False,5500.0,False,False,False,False,[],False,False,330000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle de Atocha,Destacado,Centro,True,Huertas-Cortes,,,,,,
108730028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/5c/42/1353433394.webp,VPV402325,27,5,1390000.0,flat,sale,208.0,True,4,3,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,es,40.4447452,-3.6983577,False,https://www.idealista.com/inmueble/108730028/,"THE AVENUE Select Real Estate presenta esta excelente oportunidad de inversión: un amplio y luminoso piso en rentabilidad, situado en una de las fincas más destacadas de la zona. La propiedad se vende con alquiler acordado entre las partes. Ubicado junto a Nuevos Ministerios, a escasos metros de El Corte Inglés de Castellana y muy cerca del Estadio Santiago Bernabéu, este inmueble goza de una localización inmejorable en el corazón financiero y comercial de Madrid. La vivienda se encuentra en una urbanización cerrada con zonas ajardinadas, lo que garantiza tranquilidad y privacidad. Se distribuye en cuatro dormitorios y tres baños, uno de ellos en suite, además de una cocina independiente y un amplio salón, ideal para disfrutar de la luz natural durante todo el día. La propiedad incluye una plaza de garaje en la misma finca, un valor añadido indispensable en esta zona. Además, existe la posibilidad de adquirir una segunda plaza de garaje opcional, con precio a negociar. Una oportunidad única para quienes buscan un activo de calidad con rentabilidad asegurada en una de las áreas más cotizadas de la capital.",False,good,False,6683.0,False,False,False,False,[],False,False,1390000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso,Destacado,Chamberí,True,Nuevos Ministerios-Ríos Rosas,True,True,,,,
105363044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/c3/e7/1249804781.webp,,22,2,1400000.0,flat,sale,101.0,True,2,2,"calle de Pelayo, 55",Madrid,Madrid,es,40.4246454,-3.6974034,True,https://www.idealista.com/inmueble/105363044/,"¡Descubre el hogar de tus sueños en Justicia! Este impresionante piso de 101 m² ofrece una combinación perfecta de lujo y comodidad. Situado en una de las mejores calles del barrio, disfrutarás de una ubicación inmejorable con fácil acceso a todos los servicios y atractivos de la zona. La propiedad ha sido completamente reformada con acabados de primera calidad, asegurando un ambiente elegante y moderno. El área social cuenta con una cocina abierta y moderna, ideal para quienes disfrutan de cocinar y recibir visitas. Los dos balcones a la calle permiten la entrada de abundante luz natural, creando un espacio cálido y acogedor. La zona privada incluye dos amplios dormitorios y dos baños, uno de ellos en suite con un vestidor extraordinario que te permitirá organizar tu ropa y accesorios con total comodidad. Este piso también ofrece una terraza perfecta para relajarse al aire libre, armarios empotrados que optimizan el espacio de almacenamiento, calefacción eléctrica y aire acondicionado para tu máximo confort durante todo el año. Ubicado en la segunda planta de un edificio con ascensor, esta joya inmobiliaria es ideal tanto para familias como para parejas que buscan un hogar sofisticado en una ubicación privilegiada. ¡No dejes pasar esta oportunidad única y ven a visitarlo!",True,good,False,13861.0,False,False,False,False,[],False,False,1400000.0,€,flat,"Chueca-Justicia, Madrid","Piso en calle de Pelayo, 55",Destacado,Centro,True,Chueca-Justicia,,,,,,
107799148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/6a/ea/1324094755.webp,vica22,34,,880000.0,chalet,sale,296.0,,3,2,Barrio Casco Histórico de Vicálvaro,Madrid,Madrid,es,40.4005208,-3.6082809,False,https://www.idealista.com/inmueble/107799148/,"Realty22 consulting inmobiliario pone a su disposición una vivienda ideal para que podáis crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con DIEGO en cualquier momento TODOS los días por whatsapp para hacer una visita a la casa de tus sueños. Te esperamos. vivienda única 120m2 mas terraza de 33m2 mas 145m2 de local alquilado. se vende las dos juntas es un solo edificio. *El precio no incluye el impuesto de Transmisiones Patrimoniales, honorarios por la intermediación inmobiliaria, gastos notariales y/o registrales (según el caso).",False,good,False,2973.0,True,False,False,False,[],False,False,880000.0,€,chalet,"Casco Histórico de Vicálvaro, Madrid",Chalet pareado,Destacado,Vicálvaro,,Casco Histórico de Vicálvaro,,,semidetachedHouse,,,
107991494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f4/6f/e7/1330467908.webp,TUEST0003,16,3,290000.0,studio,sale,40.0,False,0,1,calle de Fuente del Saz,Madrid,Madrid,es,40.4530191,-3.6822324,False,https://www.idealista.com/inmueble/107991494/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este estudio reformado de 40 m², ubicado en la Calle correspondiente al código postal 28016, es ideal para quienes buscan comodidad y estilo en un mismo lugar. Con una orientación suroeste, disfrutarás de luminosos atardeceres y de un ambiente cálido y acogedor. El inmueble cuenta con una cocina americana totalmente equipada, perfecta para compartir momentos con amigos o disfrutar de una cena en solitario. Además, está amueblado y presenta un suelo de grés que combina con su diseño moderno. La calefacción y el agua caliente son individuales, garantizando confort todo el año. El edificio, en buen estado, dispone de cinco plantas y un total de nueve pisos por planta, proporcionando un ambiente tranquilo en una de las zonas más dinámicas de la ciudad.  No dejes pasar esta oportunidad y ven a conocer tu futura vivienda. ¡Te encantará! [IW].",False,good,False,7250.0,False,False,False,False,[],False,False,290000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Estudio en calle de Fuente del Saz,Destacado,Chamartín,True,Bernabéu-Hispanoamérica,,,studio,,,
