propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
102630485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/62/0f/1161909394.webp,PIS.327,18,1200000.0,flat,sale,103.0,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4221922,-3.683925,False,https://www.idealista.com/inmueble/102630485/,"Fortuny Real Estate presenta en venta estupenda propiedad en Recoletos, la mejor zona del Barrio Salamanca, a escasos metros del Retiro. Se trata de una vivienda de techos altos, mucha luz natural, de 103m2 de superficie, ubicada en la 5ta planta exterior de una finca representativa de la zona. Esta distribuida por un hall de entrada, amplio salón - comedor, cocina americana totalmente amueblada y equipada con todo tipo de electrodomésticos. La zona de descanso dispone de dos dormitorios dobles, uno de ellos con baño en suite y armarios empotrados. Las calidades y acabados de todas las estancias son de lujo, dispone de domótica, calefacción por suelo radiante y aire acondicionado por conductos. El edificio es clásico, recientemente rehabilitado, se ha conservado la fachada clásica. Cuenta con portero físico. acceso para personas con movilidad reducida y posibilidad de garaje robotizado en la misma finca. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,11650.0,False,False,False,False,[],False,False,1200000.0,€,True,False,flat,,"Recoletos, Madrid",Piso,5,False,Recoletos,True,,,,30000.0,
108711033,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/35/05/1352850763.webp,,24,263000.0,flat,sale,79.0,2,1,AV OPORTO,Madrid,Madrid,Carabanchel,es,40.3874073,-3.7239084,False,https://www.idealista.com/inmueble/108711033/,"SE VENDE PISO REFORMADO. Vivienda muy luminoso, exterior de 79m2; Piso distribuidos en 2dormitorios antes 3, salón-comedor de mas de 25mts, cocina americana y equipada con vitrocerámica, horno, campana, microondas, lavadora y caldera.  Baño completo con plato de ducha y mampara, suelos de porcelánicos, ventanas de aluminio blanco, puertas lacadas en blanco, armarios empotrados, electricidad y fontanería cambiada, el piso es muy luminoso, ascensor en puerta. El portal se encuentra en excelentes condiciones con ITE favorable Excelente comunicación; se encuentra en la Avd de Oporto a sólo 70 mts andando del metro Opañel (líneas 6), autobuses a distintas zonas de Madrid (Lineas 55, 47 84, N16 y N17. Dispone de todo tipo de servicios en la zona: colegios Julian Besteiro, supermercados LIDL, Mercadona, ambulatorios. ¡LO MEJOR ES QUE NOS LLAMES Y LO VEAS! Consulte con nuestros asesores para visitas y financiación.",False,good,False,3329.0,False,False,False,False,[],False,False,263000.0,€,,,flat,,"Abrantes, Madrid",Piso en Av Oporto,bj,True,Abrantes,True,269000.0,6000.0,2.0,,
107022754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/2a/0f/1353265352.webp,Bernabeu,44,1450000.0,penthouse,sale,172.0,3,4,paseo de La Habana,Madrid,Madrid,Chamartín,es,40.4524292,-3.6863994,False,https://www.idealista.com/inmueble/107022754/,"Diseño y exclusividad en el bario de el Viso. Este exclusivo inmueble de 172 m², completamente reformado y a estrenar, te ofrece acabados de lujo en una de las zonas más codiciadas de Madrid, ""El Viso"". Disfruta de un espacioso salón-comedor con cocina de concepto abierto, que se extiende hacia una impresionante terraza principal, ideal para relajarte o recibir a tus invitados. Con tres dormitorios, cada uno con su baño privado, y un aseo adicional de cortesía, este ático garantiza privacidad y comodidad para toda la familia. La suite principal es un verdadero refugio, con acceso a una segunda terraza que inunda la estancia de luz natural. La vivienda, ubicada en la planta 7 y con orientación este, asegura un ambiente luminoso y amplio gracias a sus ventanales y terrazas. Además, cuenta con calefacción eléctrica de gas natural, aire acondicionado y acceso adaptado para personas con movilidad reducida. No pierdas la oportunidad de comprar este ático único que combina lujo y funcionalidad en una ubicación privilegiada.  ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,8430.0,True,False,False,False,[],False,False,1450000.0,€,,,flat,penthouse,"El Viso, Madrid",Ático en paseo de La Habana,7,True,El Viso,True,1490000.0,40000.0,3.0,,
103619602,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/26/3c/1195126915.webp,2691,34,1129000.0,flat,sale,117.0,2,2,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,40.4280775,-3.6724583,False,https://www.idealista.com/inmueble/103619602/,"Magnífica vivienda en la calle Ayala. 1ª Planta. Exterior. Orientación Sur. 2 Balcones a la calle. Dormitorio Principal en Suite. Amplia zona de recibo. Reforma de diseño a estrenar con materiales de primeras marcas. Amueblado. Finca Moderna y Portal Señorial. Posibilidad de Plaza de Garaje en Finca. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-2691. Piso en venta en la calle Ayala, en la 1ª planta de una finca moderna con un portal señorial. Este luminoso inmueble cuenta con orientación sur y dispone de 2 balcones que dan a la calle. Su amplia zona de recibo te dará la bienvenida a un espacio reformado con un diseño de vanguardia, utilizando materiales de primeras marcas. El dormitorio principal en suite te brindará privacidad y comodidad. Además, el piso se vende completamente amueblado. Existe la posibilidad de adquirir una plaza de garaje en la misma finca. La ubicación es inmejorable, con una excelente comunicación y cercano a los principales comercios de la zona. ¡No pierdas la oportunidad de vivir en este exclusivo piso! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,9650.0,True,False,False,False,[],False,False,1129000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Ayala,1,False,Goya,True,,,,,
104104660,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/6f/77/1209933033.webp,6679,27,4910000.0,flat,sale,381.0,4,5,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4220419,-3.6862816,False,https://www.idealista.com/inmueble/104104660/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les presenta este extraordinario piso para reformar, en un edificio de corte clásico con preciosa fachada, en plena milla de oro del Barrio de Salamanca. La finca cuenta con una fachada de piedra espectacular con ornamentos y balaustradas de la época y se encuentra en perfecto estado de conservación. Trata de una vivienda de 381 m2, una propiedad de gran tamaño que ofrece un amplio abanico de posibilidades para su transformación. Nuestros arquitectos proponen la siguiente distribución: amplio hall de entrada con bonito suelo en mármol que da acceso a la espectacular área de recibo, compuesta por enorme generoso salón comedor exterior a la calle con cocina integrada, tipo isla, con lavadero y dormitorio y baño de servicio. Aseo de cortesía.  La zona de noche constaría de cuatro dormitorios en suite, el dormitorio principal de gran tamaño. Además cuenta con un trastero. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,renew,False,12887.0,False,False,False,True,[],False,False,4910000.0,€,True,False,flat,,"Recoletos, Madrid",Piso,4,True,Recoletos,True,,,,80000.0,
108334204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/3a/6f/1341020780.webp,92788,22,319000.0,flat,sale,118.0,4,2,calle Barberán y Collar,Madrid,Alcalá de Henares,El Pilar - Bripac,es,40.5009865,-3.3481493,False,https://www.idealista.com/inmueble/108334204/,"Ubicada en una tranquila zona residencial de Alcalá de Henares, esta espaciosa vivienda destaca por su excelente distribución, su gran luminosidad y por encontrarse en una de las áreas con mayor proyección de revalorización de la ciudad. Con una superficie construida de 118 m² y 105 m² útiles, ofrece estancias amplias y funcionales para el día a día. La vivienda dispone de un gran salón comedor, un hall de entrada con armario gabanero, una cocina independiente de generosas dimensiones con espacio suficiente para comer en ella, cuatro dormitorios con armarios empotrados y dos cuartos de baño completos. Además, incluye un amplio trastero, ideal como espacio de almacenamiento adicional. Entre sus calidades destacan los suelos de gres, ventanas de aluminio con doble acristalamiento tipo Climalit, puertas de madera, calefacción eléctrica, aire acondicionado en el salón y preinstalación de gas natural (la vivienda contó anteriormente con este sistema). La puerta de acceso blindada y el videoportero aportan un plus de seguridad. El edificio ha sido actualizado con un moderno ascensor y cuenta con zonas comunes recientemente reacondicionadas: amplios jardines con sistema de riego moderno, pista deportiva y áreas de recreo en perfecto estado, lo que permite disfrutar del entorno al aire libre en un espacio seguro y cuidado. A tan solo 50 metros, se encuentra un pinar ideal para paseos, juegos o desconectar en plena naturaleza. La zona cuenta con múltiples mejoras que están elevando notablemente su calidad de vida y su valor. Nuevas promociones de obra nueva a apenas 20 metros ofrecen viviendas de 3 dormitorios desde 550.000 €, mientras que esta propiedad, con 4 habitaciones más amplias, se encuentra a un precio significativamente inferior, lo que la convierte en una oportunidad excelente tanto para vivir como para invertir. Perfecta para familias, la vivienda se sitúa a solo 250 metros del Colegio Ciudad del Aire, lo que facilita la admisión por cercanía en el sistema de puntos, permitiendo llevar a los niños caminando desde casa. A escasos minutos también se encuentra el Hospital Universitario Príncipe de Asturias, garantizando atención médica de calidad sin necesidad de desplazamientos largos. La estación de tren más cercana es Alcalá Universidad, a pocos minutos a pie, con conexión directa a Madrid mediante las líneas C-2 y C-7. También hay paradas próximas de autobuses urbanos e interurbanos, incluyendo la línea 1 urbana y la 227 a Avenida de América. En coche, el acceso directo a la A-2 permite una comunicación fluida con Madrid y Guadalajara. Por último, para los amantes del deporte y la vida activa, el entorno ofrece vías pecuarias reacondicionadas, perfectas para pasear, correr o ir en bici, conectando con el apeadero de la universidad, la ciudad universitaria, el jardín botánico y una amplia zona deportiva con pistas de atletismo, tenis y pádel, todo ello a solo 650 metros. Una vivienda completa, bien ubicada, rodeada de servicios y naturaleza, ideal para quienes buscan espacio, tranquilidad y futuro en Alcalá de Henares. En Grupo Mejocasa, nos especializamos en ofrecer el mejor servicio inmobiliario en toda la Comunidad de Madrid. Con cuatro oficinas estratégicamente ubicadas en Chamberí-Centro, Ciudad Lineal-Salamanca, Hortaleza-Las Tablas y Canillejas-Vicálvaro, tenemos un amplio conocimiento del mercado y un alcance inigualable en la ciudad. Gracias a nuestro método de trabajo, brindamos un servicio integral que cubre todos los aspectos del proceso inmobiliario, garantizando que nuestros clientes tomen decisiones informadas y seguras. Confía en nosotros para encontrar la vivienda ideal o vender tu propiedad con las mejores condiciones.",False,renew,False,2703.0,False,False,False,True,[],False,False,319000.0,€,,,flat,,"El Pilar - Bripac, Alcalá de Henares",Piso en calle Barberán y Collar,bj,True,,True,,,,,
106965504,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/6e/da/1299251854.webp,70109,21,5800000.0,flat,sale,496.0,5,6,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4322322,-3.6898658,False,https://www.idealista.com/inmueble/106965504/,"Álvora Capital Properties presenta, esta magnífica propiedad en uno de los edificios más lujosos de Almagro, en una de las mejores calles del llamado ""Triángulo de Oro"", en una zona muy exclusiva y representativa de Madrid.  El conjunto de la propiedad consta de 496m² construidos de vivienda, 2 plazas de garaje amplias de acceso directo y un cuarto trastero.  Sus grandes espacios y sus maravillosas vistas despejadas desde la zona noble y el dormitorio principal, hacen de este inmueble, una vivienda muy especial.  Sus 496m² se distribuyen de la siguiente forma: gran vestíbulo con acceso a la imponente zona de recibo, compuesta de una gran pieza diáfana en dividida en tres ambientes con grandes ventanales desde los que se disfruta de las magníficas vistas y con salida a la terraza. A continuación, se encuentra el aseo de cortesía, cocina de buen tamaño con despensa, lavadero, dormitorio, baño de servicio y entrada independiente con montacargas. El área de noche se compone por generoso dormitorio principal en suite orientado a la calle con las mismas vistas despejadas con zona de vestir, por tres dormitorios de niños luminosos orientados a un patio de manzana tranquilo y dos baños a compartir.  Una vivienda con todas las comodidades, ubicada en la mejor zona de Almagro. El barrio de Almagro es considerado uno de los más elegantes de Madrid. Pertenece al distrito de Chamberí, es actualmente junto con otros barrios como Justicia o Recoletos, una de las zonas residenciales más demandadas. En este barrio destaca el denominado Triángulo de Oro, comprendido por las calles Génova, Almagro y Castellana. En el barrio de Almagro, destacan los numerosos palacetes, embajadas, galerías de arte y centros culturales conforman este elegante eje de la capital. Zona muy acogedora y tranquila donde se encuentran algunos de los establecimientos hosteleros más conocidos de Madrid. La zona dispone de una gran oferta educativa, con colegios concertados y privados. Además, es un área con mucho encanto para ir de compras destacando la proximidad al eje de Fuencarral y a la calle Serrano.  Hablar del Triángulo de Oro de Almagro (Castellana-Génova-Almagro) es hablar de exclusividad, prestigio y seguridad.  Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,renew,False,11694.0,False,False,False,True,[],False,False,5800000.0,€,True,True,flat,,"Almagro, Madrid",Piso,5,True,Almagro,True,,,,,
108175543,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/dd/7d/1336117683.webp,OR-2100,36,250000.0,chalet,sale,128.0,4,2,Collado Mediano,Madrid,Collado Mediano,,es,40.6915458,-4.0244966,False,https://www.idealista.com/inmueble/108175543/,"Grupo EXTRA vende en exclusiva, chalet adosado en el centro del pueblo de Collado Mediano, totalmente exterior. El estado de la vivienda es para reformar, pero tiene muchas posibilidades de adecuarla a las necesidades de cada cual, actualmente consta de 4 dormitorios, salón, amplia cocina, 2 baños y jardín delantero muy agradable La vivienda se encuentra en el centro del pueblo, en un sitio inmejorable, junto al ayuntamiento, teniendo a mano todo tipo de servicios como supermercado, médicos, sitios de ocio, centro de mayores, muy bien comunicado, la estación de metro de Collado Mediano se encuentra a 700metros de distancia, y carretera 623, A-6. Collado Mediano es un pueblo ideal para vivir por su formidable clima y a su entorno natural, junto a él se encuentra el embalse de Navacerrada y diferentes rutas de senderismo para disfrutar cualquier tipo de deportes en la naturaleza, como es la preciosa ruta de Sierra de Castillo al Cerro de Jabalón, además de la buena comunicación con la capital mediante el ferrocarril, autobuses.",False,renew,False,1953.0,False,False,False,True,[],False,False,250000.0,€,,,chalet,terracedHouse,Collado Mediano,Chalet adosado,,,,,,,,,
108762826,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/09/df/1354410857.webp,,26,229000.0,flat,sale,65.0,3,1,calle de Marcelo Usera,Madrid,Madrid,Usera,es,40.3844,-3.7159721,False,https://www.idealista.com/inmueble/108762826/,"Agencia inmobiliaria de MADRID - zona USERA - MOSCARDO - PLAZA ELÍPTICA Vende vivienda CON ASCENSOR para entrar a vivir en la calle Marcelo Usera compuesta de 3 Dormitorios, Salón, Cocina y Baño. Tiene varios puntos a destacar: - Finca residencial. - Vivienda en buen estado. - Vivienda luminosa. - La cercanía a metro de Usera a 10 minutos. - La cercanía a Plaza Elíptica a 2 minutos. Zona perfecta para las familias con zonas verdes en el entorno, bloque muy tranquilo A 15 MINUTOS A PIE DE MADRID RÍO. Fácil acceso a A42, M40, M30 Calle de Antonio López, Avenida de Andalucía, Hospital 12 de octubre, a 10 minutos del metro almendrales línea 3 (Villaverde - Moncloa), autobuses (47, 247 y 60 y búho Nº12 ). Zona con todos los servicios, supermercado próximo. PROXIMAMENTE TOUR VIRTUAL. AVISO LEGAL: Recordamos a nuestros Señores clientes que la información facilitada no constituye una auténtica oferta vinculante ni contractual. Este anuncio publicitario es provisional, y las fotografías y datos en él incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación. La totalidad del contenido que aparece tiene carácter meramente informativo y aproximado, no teniendo, en modo alguno, carácter contractual. Tanto los datos, como las imágenes y planos pueden estar sujetos a cambios, por lo que le invitamos a que, si precisa una información más exacta y detallada, contacte con nosotros y le atenderemos a la mayor brevedad posible. Los contenidos tienen únicamente finalidad informativa y bajo ninguna circunstancia deben usarse ni considerarse como oferta de venta o financiación, solicitud de una oferta de compra o financiación, ni recomendación para realizar cualquier otra transacción, salvo que así se indique expresamente. La información y documentación a ofrecer de acuerdo con lo dispuesto en el Real Decreto 515/1989 (de 21 de abril, relativa a la protección de los consumidores en cuanto a la información a suministrar en la compraventa y arrendamiento de viviendas), será puesta a disposición de los potenciales compradores en las respectivas delegaciones territoriales gestoras del inmueble.",False,good,False,3523.0,True,False,False,False,[],False,False,229000.0,€,,,flat,,"Moscardó, Madrid",Piso en calle de Marcelo Usera,6,True,Moscardó,True,,,,,
108471969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/25/bd/1345988221.webp,3454-07154,29,679000.0,chalet,sale,212.0,3,2,Barrio Club de Golf,Madrid,Las Rozas de Madrid,Club de Golf,es,40.5539417,-3.9018693,False,https://www.idealista.com/inmueble/108471969/,"**Casa / Chalet Adosado en Venta - Urbanización Privada** Descubre este encantador chalet adosado ubicado en una tranquila urbanización cerrada, ideal para disfrutar de la comodidad y la tranquilidad.  El acceso a la acogedora vivienda es por un patio adornado con plantas y un espectacular níspero. Un luminoso hall acristalado te da la bienvenida a un salón abuhardillado en dos ambientes, uno con chimenea, perfecto para momentos de relax en familia y la zona de comedor. La amplia cocina tiene otro acceso a la vivienda y da a una calle donde puedes aparcar el coche para descargar la compra. Además en esta planta hay un práctico aseo y un garaje, que añaden funcionalidad a la distribución. En la planta superior, encontrarás tres amplios dormitorios (antes cuatro), todos con vistas despejadas y mucha luz natural. El gran baño (antes dos), que combina ducha y bañera, ofrece un oasis de bienestar. Además, la buhardilla, equipada con dos ventanas Velux, se presenta como una versátil opción pudiéndose adaptar a tus necesidades como un cuarto dormitorio, despacho, sala de juegos.. . La urbanización destaca por sus zonas comunes bien cuidadas, que incluyen piscina, jardines y una pista deportiva multiusos. La instalación de aerotermia reciente asegura un consumo energético eficiente (Clase B), brindando confort durante todo el año. Ubicado a un paso de la A-6 y con excelente comunicación por bus y tren de cercanías, el ambulatorio de Las Matas está a menos de diez minutos a pie. Al final de la calle entras en parque natural ideal para senderismo. Este entorno privilegiado es perfecto para quienes buscan un hogar que combine comodidad, tranquilidad y descanso. ¡No dejes pasar esta oportunidad única y ven a conocerlo!.",False,good,False,3203.0,True,False,False,False,[],False,False,679000.0,€,True,True,chalet,terracedHouse,"Club de Golf, Las Rozas de Madrid",Chalet adosado,,,Club de Golf,,,,,,
